id,name,symbol,categoria,price_usd,market_cap,cmc_rank,volume_24h,volume_pct,circulating_supply,total_supply,max_supply,multichain_flag,cex_listed,contract_address,explorers,social_score,rating,halving_flag,wallet_support
tevaera,Tevaera,teva,Gaming,0.0070394,2757633.0,,791909.0,28.716983006803297,387242643.2811114,387242643.2811114,4000000000.0,0,,0x00309d634d11541b857f927be91ad2f0bd78894c,https://basescan.org/token/0x00309D634d11541b857f927BE91aD2f0bD78894c,313182,D,0,1
sixpack-token-sixp,Sixpack Token (SIXP),sixp,Gaming,0.123442,2998286.0,,6895.8,0.2299914017542022,24288954.011670973,180000000.0,239941406.25,0,,0xf117dfcb241c0003d5e2fc72f288755c17a46980,"https://bscscan.com/token/0xF117DFCB241C0003D5E2FC72F288755C17A46980, https://binplorer.com/address/0xf117DFCB241c0003d5e2FC72F288755C17a46980",1162683,D,0,1
xana,XANA,xeta,Gaming,0.00085007,2887292.0,,306219.0,10.605750994357342,3396535242.0,4925701908.0,5000000000.0,1,,0x31c994ac062c1970c086260bc61babb708643fac,"https://8888.snowtrace.io/, https://platform.arkhamintelligence.com/explorer/token/xana, https://avascan.info/blockchain/c/address/0x31c994ac062c1970c086260bc61babb708643fac/token",419897,D,0,1
upland,Upland,sparklet,Gaming,0.01432687,2866738.0,,65524.0,2.285664054406088,200091346.52,1000000000.0,1000000000.0,0,,0x0bc37bea9068a86c221b8bd71ea6228260dad5a2,"https://etherscan.io/address/0x0bc37bea9068a86c221b8bd71ea6228260dad5a2, https://platform.arkhamintelligence.com/explorer/token/upland, https://etherscan.io/token/0x0bc37bea9068a86c221b8bd71ea6228260dad5a2",629872,D,0,1
slove,SLOVE,slove,Gaming,0.03072085,2759027.0,,59201.0,2.1457202122342407,90000000.0,100000000.0,100000000.0,0,,0x6dd439dee053557b3dd340287a4b81099b3e729cb48fbdae726dd2dff82736c3::slove::SLOVE,"https://suivision.xyz/coin/0x6dd439dee053557b3dd340287a4b81099b3e729cb48fbdae726dd2dff82736c3::slove::SLOVE, https://suiscan.xyz/mainnet/coin/0x6dd439dee053557b3dd340287a4b81099b3e729cb48fbdae726dd2dff82736c3::slove::SLOVE, https://suiscan.xyz/mainnet/coin/0x6dd439dee053557b3dd340287a4b81099b3e729cb48fbdae726dd2dff82736c3::slove::SLOVE/txs",1080246,D,0,1
gensokishis-metaverse,GensoKishi Metaverse,mv,Gaming,0.0069224,2767145.0,,1012962.0,36.60675533808311,399737601.7159482,400000000.0,2000000000.0,1,,0xa3c322ad15218fbfaed26ba7f616249f7705d945,"https://polygonscan.com/token/0xa3c322ad15218fbfaed26ba7f616249f7705d945, https://platform.arkhamintelligence.com/explorer/token/gensokishis-metaverse, https://etherscan.io/token/0xae788f80f2756a86aa2f410c651f2af83639b95b",733489,D,0,1
fishwar,Fishwar,fishw,Gaming,0.00150334,2712318.0,,948983.0,34.987895962051645,1804194417.0,57076697777.0,57076697777.0,0,,0x805679729df385815c57c24b20f4161bd34b655f,"https://seitrace.com/address/0x805679729Df385815C57c24B20f4161BD34B655f?chain=pacific-1&tab=contract, https://www.seiscan.app/pacific-1/accounts/0x805679729Df385815C57c24B20f4161BD34B655f, https://sei.explorers.guru/account/0x805679729Df385815C57c24B20f4161BD34B655f",853820,D,0,1
honeyland-honey,Honeyland,hxd,Gaming,0.0059254,2599478.0,,84591.0,3.2541533338616446,438701205.0,1000000000.0,1000000000.0,0,,3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug,"https://explorer.solana.com/address/3dgccb15hmqsa4pn3tfii5vrk7arqth95ljjxzsg2mug, https://platform.arkhamintelligence.com/explorer/token/honeyland-honey, https://solscan.io/token/3dgccb15hmqsa4pn3tfii5vrk7arqth95ljjxzsg2mug",576612,D,0,1
apeironnft,Apeiron,aprs,Gaming,0.01288482,2544828.0,,237644.0,9.33831284471878,197066140.940373,1000000000.0,1000000000.0,0,,0x7894b3088d069e70895effa4e8f7d2c243fd04c1,https://app.roninchain.com/token/0x7894b3088d069e70895effa4e8f7d2c243fd04c1,722351,D,0,1
neoxa,Neoxa,neox,Gaming,0.00031773,2437877.0,,28602.0,1.173233924435072,7671813708.127388,7679443708.127388,21000000000.0,0,,,"https://explorer.neoxa.net/, https://neoxaexplorer.net/",429405,D,0,1
neoxa,Neoxa,neox,Gaming,0.00031773,2437877.0,,28602.0,1.173233924435072,7671813708.127388,7679443708.127388,21000000000.0,0,,,"https://explorer.neoxa.net/, https://neoxaexplorer.net/",789485,D,0,1
hatch-2,Hatch,hatch,Gaming,0.074588,2520496.0,,541521.0,21.48469983685751,45168183.0,1000000000.0,1000000000.0,0,,0x072ef16a59bdc14e25f33ff4509870660548c107,"https://bscscan.com/token/0x072ef16a59bdc14e25f33ff4509870660548c107, https://binplorer.com/address/0x072eF16A59bDc14E25f33Ff4509870660548C107",957735,D,0,1
the-virtua-kolect,Virtua,tvk,Gaming,0.02812839,2421882.0,,3402.69,0.1404977616580824,86094320.0296386,1200000000.0,1200000000.0,0,,0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988,"https://etherscan.io/token/0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988, https://platform.arkhamintelligence.com/explorer/token/the-virtua-kolect, https://ethplorer.io/address/0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988",947660,D,0,1
exosama-network,Moonsama,sama,Gaming,0.00313402,2336769.0,,40123.0,1.7170289403873469,745499264.2428857,1000000000.0,1000000000.0,1,,0x0650c20d8b536da43818578071d43cddd8ffe854,"https://subnets.avax.network/beam/address/0x0650c20d8b536da43818578071d43cddd8ffe854, https://platform.arkhamintelligence.com/explorer/token/exosama-network, https://explorer.exosama.com/token/0x8c992cba48189a79204223d106fcb1d797a5f87a",397550,D,0,1
brn-metaverse,BRN Metaverse,brn,Gaming,0.090626,2292609.0,,232271.0,10.131295829336796,25293182.77730308,28103991.174659435,29700000.0,0,,0x926ecc7687fcfb296e97a2b4501f41a6f5f8c214,"https://bscscan.com/token/0x926ecc7687fcfb296e97a2b4501f41a6f5f8c214, https://platform.arkhamintelligence.com/explorer/token/brn-metaverse, https://binplorer.com/address/0x926ecc7687fcfb296e97a2b4501f41a6f5f8c214",827793,D,0,1
furi,FURI,furi,Gaming,0.01458759,2238415.0,,73877.0,3.300415695927699,153125000.0,1000000000.0,1000000000.0,0,,0x5742fe477b2afed92c25d092418bac06cd076cea,https://polygonscan.com/token/0x5742fE477b2afed92c25D092418BaC06CD076ceA,734777,D,0,1
monkeyball,UNKJD,mbs,Gaming,0.00339727,2136108.0,,23382.0,1.094607576021437,625437750.0,1000000000.0,1000000000.0,1,,Fm9rHUTF5v3hwMLbStjZXqNBBoZyGriQaFM6sTFz3K8A,"https://solscan.io/token/fm9rhutf5v3hwmlbstjzxqnbbozygriqafm6stfz3k8a, https://platform.arkhamintelligence.com/explorer/token/monkeyball, https://basescan.org/token/0x8fbd0648971d56f1f2c35fa075ff5bc75fb0e39d",671733,D,0,1
unagi-token,Unagi Token,una,Gaming,0.01126897,2090264.0,,25465.0,1.2182671662526838,184203673.87411076,855245846.8016715,1000000000.0,1,,0x0b6f3ea2814f3fff804ba5d5c237aebbc364fba9,"https://etherscan.io/token/0x0b6f3ea2814f3fff804ba5d5c237aebbc364fba9, https://platform.arkhamintelligence.com/explorer/token/unagi-token, https://ethplorer.io/address/0x0b6f3ea2814f3fff804ba5d5c237aebbc364fba9",837268,D,0,1
decentral-games,Decentral Games,dg,Gaming,0.0022289,2086382.0,,17.77,0.0008517136363331,935641413.9455436,935641413.9455436,1000000000.0,1,,0x4b520c812e8430659fc9f12f6d0c39026c83588d,"https://etherscan.io/token/0x4b520c812e8430659fc9f12f6d0c39026c83588d, https://platform.arkhamintelligence.com/explorer/token/decentral-games, https://ethplorer.io/address/0x4b520c812e8430659fc9f12f6d0c39026c83588d",767406,D,0,1
catboy-3,Catboy,catboy,Gaming,0.01011536,2021146.0,,226482.0,11.205622948564825,200000000.0,200000000.0,200000000.0,1,,0xca9b8d6df0729d85dcfc8ef8bb18af1ad1990786,"https://etherscan.io/token/0xcA9b8D6df0729D85DCfc8eF8Bb18af1aD1990786, https://ethplorer.io/address/0xcA9b8D6df0729D85DCfc8eF8Bb18af1aD1990786, https://bscscan.com/token/0xcA9b8D6df0729D85DCfc8eF8Bb18af1aD1990786",651413,D,0,1
decimated,Decimated,dio,Gaming,0.00370486,2011292.0,,292799.0,14.557756904517095,543259848.24,1000000000.0,,0,,BiDB55p4G3n1fGhwKFpxsokBMqgctL4qnZpDH1bVQxMD,"https://solscan.io/token/bidb55p4g3n1fghwkfpxsokbmqgctl4qnzpdh1bvqxmd, https://platform.arkhamintelligence.com/explorer/token/decimated",167609,D,0,1
skynity-skydust,SkyNity SkyDust,sdt,Gaming,0.102161,1935078.0,,19642.49,1.015074844528231,18941424.0,90411822.0,200000000.0,0,,0x04bc5918a08a526653e83420044b1a26ff34863b,https://basescan.org/token/0x04bc5918a08a526653e83420044b1a26ff34863b,569403,D,0,1
boxbet,BoxBet,bxbt,Gaming,0.02265592,1936510.0,,158860.0,8.203417488161694,85457105.38290305,95457022.77502234,100000000.0,0,,0x33f289d91286535c47270c8479f6776fb3adeb3e,"https://etherscan.io/token/0x33f289d91286535c47270c8479f6776fb3adeb3e, https://platform.arkhamintelligence.com/explorer/token/boxbet, https://ethplorer.io/address/0x33f289d91286535c47270c8479f6776fb3adeb3e",866717,D,0,1
forgotten-playland,Forgotten Playland,fp,Gaming,0.00048307,1879131.0,,468751.0,24.94509430156812,3889968746.0,10000000000.0,10000000000.0,1,,0xeeee2a2e650697d2a8e8bc990c2f3d04203be06f,"https://etherscan.io/token/0xeeee2a2e650697d2a8e8bc990c2f3d04203be06f, https://platform.arkhamintelligence.com/explorer/token/forgotten-playland, https://ethplorer.io/address/0xeeee2a2e650697d2a8e8bc990c2f3d04203be06f",631492,D,0,1
forgotten-playland,Forgotten Playland,fp,Gaming,0.00048307,1879131.0,,468751.0,24.94509430156812,3889968746.0,10000000000.0,10000000000.0,1,,0xeeee2a2e650697d2a8e8bc990c2f3d04203be06f,"https://etherscan.io/token/0xeeee2a2e650697d2a8e8bc990c2f3d04203be06f, https://platform.arkhamintelligence.com/explorer/token/forgotten-playland, https://ethplorer.io/address/0xeeee2a2e650697d2a8e8bc990c2f3d04203be06f",195143,D,0,1
passage,Passage,pasg,Gaming,0.00154532,1887835.0,,8809.64,0.4666530708457042,1222699009.0,1338459386.0,1500000000.0,0,,ibc/208B2F137CDE510B44C41947C045CFDC27F996A9D990EA64460BDD5B3DBEB2ED,"https://passage.zenscan.io/, https://ping.pub/passage",544897,D,0,1
gam3s-gg,GAM3S.GG,g3,Gaming,0.00506484,1867884.0,,228497.0,12.232933094346327,368587954.3384105,1000000000.0,1000000000.0,1,,0xc24a365a870821eb83fd216c9596edd89479d8d7,"https://arbiscan.io/token/0xc24a365a870821eb83fd216c9596edd89479d8d7, https://platform.arkhamintelligence.com/explorer/token/gam3s-gg, https://etherscan.io/token/0xcf67815cce72e682eb4429eca46843bed81ca739",131530,D,0,1
monsterra,Monsterra,mstr,Gaming,0.149545,1876749.0,,0.0,0.0,12549722.0,98700000.0,100000000.0,1,,0x2290c6bd9560e6498dfdf10f9ecb17997ca131f2,"https://bscscan.com/token/0x2290c6bd9560e6498dfdf10f9ecb17997ca131f2, https://platform.arkhamintelligence.com/explorer/token/monsterra, https://snowtrace.io/token/0xe397784960f814ba35c9ee0bc4c9dffdf86925f9",1038411,D,0,1
nyan,Nyan Heroes,nyan,Gaming,0.012721,1861719.0,,712291.0,38.2598555421092,146350109.0,1000000000.0,1000000000.0,0,,NYANpAp9Cr7YarBNrby7Xx4xU6No6JKTBuohNA3yscP,"https://solscan.io/token/nyanpap9cr7yarbnrby7xx4xu6no6jktbuohna3yscp, https://platform.arkhamintelligence.com/explorer/token/nyan",778455,D,0,1
yapster,YAPSTER,yapster,Gaming,0.00206926,1894505.0,,748656.0,39.51723537282826,915528613.8605896,915528613.8605896,1000000000.0,0,,8CzPPqenpfRXvjE5DHfE3kMDgJhHwWZ1WXRzs44KsamW,https://solscan.io/token/8CzPPqenpfRXvjE5DHfE3kMDgJhHwWZ1WXRzs44KsamW,647093,D,0,1
domi,Domi,domi,Gaming,0.0039596,1771851.0,,22274.0,1.2571034471860218,447411649.58,1000000000.0,1000000000.0,1,,0xbbca42c60b5290f2c48871a596492f93ff0ddc82,"https://bscscan.com/token/0xbbca42c60b5290f2c48871a596492f93ff0ddc82, https://platform.arkhamintelligence.com/explorer/token/domi, https://etherscan.io/token/0x45c2f8c9b4c0bdc76200448cc26c48ab6ffef83f",936249,D,0,1
rome,Rome,rome,Gaming,11.64,1715721.0,,0.091892,5.355882454081986e-06,147382.795391174,147382.795391174,,0,,0x4a436073552044d5f2f49b176853ad3ad473d9d6,https://moonriver.moonscan.io/token/0x4a436073552044d5f2f49b176853ad3ad473d9d6,692806,D,0,1
karat-galaxy,KARAT Galaxy,karat,Gaming,0.01840614,1694292.0,,289.59,0.017092095105212,91429246.18962924,91429246.18962924,92931603.09685,0,,0x57f2be3e97e7653a2e6d6bddda40160d202d5305,"https://bscscan.com/token/0x57f2be3e97e7653a2e6d6bddda40160d202d5305, https://platform.arkhamintelligence.com/explorer/token/karat-galaxy, https://binplorer.com/address/0x57f2be3e97e7653a2e6d6bddda40160d202d5305",471135,D,0,1
goats-2,GOATS,goats,Gaming,9.072e-05,1699899.0,,829192.0,48.77889804041299,18874993827.05,19607042310.93,20000000000.0,0,,EQC2CUQqMJuVkO_ioXE9MvW9ckNBuxqFB7Xce7BgwFnWagem,"https://tonscan.org/address/EQC2CUQqMJuVkO_ioXE9MvW9ckNBuxqFB7Xce7BgwFnWagem, https://tonviewer.com/EQC2CUQqMJuVkO_ioXE9MvW9ckNBuxqFB7Xce7BgwFnWagem",514259,D,0,1
the-big-five,The Big Five,bft,Gaming,1.713e-05,1687855.0,,150540.0,8.91901259290638,98511280729.769,100000000000.0,100000000000.0,0,,0x4b87f578d6fabf381f43bd2197fbb2a877da6ef8,"https://bscscan.com/token/0x4b87f578d6fabf381f43bd2197fbb2a877da6ef8, https://platform.arkhamintelligence.com/explorer/token/the-big-five, https://binplorer.com/address/0x4b87f578d6fabf381f43bd2197fbb2a877da6ef8",509385,D,0,1
reality-metaverse,Reality Metaverse,rmv,Gaming,0.00226357,1665465.0,,110642.0,6.643309826384823,736239999.9999741,986240000.0,986240000.0,1,,0x423352f2c6e0e72422b69af03aba259310146d90,"https://etherscan.io/token/0x423352f2c6e0e72422b69af03aba259310146d90, https://platform.arkhamintelligence.com/explorer/token/reality-metaverse, https://ethplorer.io/address/0x423352f2c6e0e72422b69af03aba259310146d90",634603,D,0,1
chimaera,XAYA,wchi,Gaming,0.02876392,1657893.0,,15099.37,0.910756604919618,57605492.9624409,77303932.0,,1,,,"https://explorer2.xaya.io/, https://platform.arkhamintelligence.com/explorer/token/chimaera, https://etherscan.io/address/0x6dc02164d75651758ac74435806093e421b64605",1032874,D,0,1
holdcoin,Holdcoin,hold,Gaming,0.0001651,1651004.0,,172674.0,10.458726932218214,10000000000.0,10000000000.0,10000000000.0,0,,EQCz_xK2vAf6DHSrmSQ3mV-uEigJbKPP0tWUpqkqYW-RHoLD,"https://tonscan.org/address/EQCz_xK2vAf6DHSrmSQ3mV-uEigJbKPP0tWUpqkqYW-RHoLD, https://tonviewer.com/EQCz_xK2vAf6DHSrmSQ3mV-uEigJbKPP0tWUpqkqYW-RHoLD",956316,D,0,1
octo-gaming,Octokn,otk,Gaming,0.0042027,1626410.0,,178400.0,10.96894387024182,386991829.7839856,1199952151.719168,1200000000.0,0,,octo82drBEdm8CSDaEKBymVn86TBtgmPnDdmE64PTqJ,"https://solscan.io/token/octo82drbedm8csdaekbymvn86tbtgmpnddme64ptqj, https://platform.arkhamintelligence.com/explorer/token/octo-gaming, https://solana.fm/address/octo82drbedm8csdaekbymvn86tbtgmpnddme64ptqj?cluster=mainnet-solanafmbeta",688788,D,0,1
defit,Digital Fitness,defit,Gaming,0.052056,1607239.0,,48.93,0.0030443512134785,30872498.577184,50000000.0,50000000.0,0,,0x428360b02c1269bc1c79fbc399ad31d58c1e8fda,"https://polygonscan.com/token/0x428360b02c1269bc1c79fbc399ad31d58c1e8fda, https://platform.arkhamintelligence.com/explorer/token/defit",486786,D,0,1
raini-studios-token,Raini Studios Token,rst,Gaming,0.00285009,1610258.0,,38544.0,2.3936536877941297,565016562.0,919281602.0,919281602.0,1,,0xe338aa35d844d5c1a4e052380dbfa939e0cce13f,"https://subnets.avax.network/beam/token/0xe338aa35d844d5c1a4e052380dbfa939e0cce13f, https://platform.arkhamintelligence.com/explorer/token/raini-studios-token, https://avascan.info/blockchain/c/address/0x23675ba5d0a8075da5ba18756554e7633cea2c85/token",686440,D,0,1
ridotto,Ridotto,rdt,Gaming,0.00513922,1617612.0,,108824.0,6.727447620319335,314758489.9338584,500000000.0,500000000.0,1,,0x4740735aa98dc8aa232bd049f8f0210458e7fca3,"https://etherscan.io/token/0x4740735aa98dc8aa232bd049f8f0210458e7fca3, https://platform.arkhamintelligence.com/explorer/token/ridotto, https://ethplorer.io/address/0x4740735aa98dc8aa232bd049f8f0210458e7fca3",339414,D,0,1
hodl-2,HODL,hodl,Gaming,0.0001866,1559063.0,,103533.0,6.640719457776882,8385888151.249676,9955888151.249676,10000000000.0,0,,0x32b407ee915432be6d3f168bc1eff2a6f8b2034c,"https://bscscan.com/token/0x32b407ee915432be6d3f168bc1eff2a6f8b2034c, https://binplorer.com/address/0x32b407ee915432be6d3f168bc1eff2a6f8b2034c",1084829,D,0,1
seed-3,SEED,seed,Gaming,0.00421909,1503139.0,,1151593.0,76.61254215345355,355997908.84,1000000000.0,1000000000.0,0,,0x1e005d033d858a39e1210aafdd139ce4fa21c79cdb8acadd16513a03c9d4cebd::seed::SEED,"https://suiscan.xyz/mainnet/coin/0x1e005d033d858a39e1210aafdd139ce4fa21c79cdb8acadd16513a03c9d4cebd::seed::SEED/txs, https://suivision.xyz/coin/0x1e005d033d858a39e1210aafdd139ce4fa21c79cdb8acadd16513a03c9d4cebd::seed::SEED",837889,D,0,1
yeet,Yeet,yeet,Gaming,0.00363226,1504010.0,,6817.08,0.4532602841736424,414005082.0756686,1000000000.0,1000000000.0,0,,0x08a38caa631de329ff2dad1656ce789f31af3142,https://berascan.com/token/0x08a38caa631de329ff2dad1656ce789f31af3142,633350,D,0,1
bullieverse,Bullieverse,bull,Gaming,0.00176779,1494020.0,,151689.0,10.153076933374386,845477555.5978179,1000000000.0,,0,,0x9f95e17b2668afe01f8fbd157068b0a4405cc08d,"https://basescan.org/address/0x9f95e17b2668afe01f8fbd157068b0a4405cc08d, https://platform.arkhamintelligence.com/explorer/token/bullieverse, https://polygonscan.com/token/0x9f95e17b2668afe01f8fbd157068b0a4405cc08d",40519,D,0,1
gamer-arena,Gamer Arena,gau,Gaming,0.00478763,1710333.0,,248969.0,14.556755906598308,336484375.0,500000000.0,500000000.0,0,,0xca8ebfb8e1460aaac7c272cb9053b3d42412aac2,"https://snowtrace.io/token/0xca8ebfb8e1460aaac7c272cb9053b3d42412aac2, https://platform.arkhamintelligence.com/explorer/token/gamer-arena, https://avascan.info/blockchain/c/address/0xca8ebfb8e1460aaac7c272cb9053b3d42412aac2/token",1141844,D,0,1
carbify,Carbify,cby,Gaming,0.149856,1474634.0,,2303.29,0.1561940115309968,9840130.518449128,50000000.0,50000000.0,1,,0xb6a5ae40e79891e4deadad06c8a7ca47396df21c,"https://polygonscan.com/token/0xb6a5ae40e79891e4deadad06c8a7ca47396df21c, https://platform.arkhamintelligence.com/explorer/token/carbify, https://etherscan.io/token/0xb9d27bc093ed0a3b7c18366266704cfe5e7af77b",1098424,D,0,1
carbify,Carbify,cby,Gaming,0.149856,1474634.0,,2303.29,0.1561940115309968,9840130.518449128,50000000.0,50000000.0,1,,0xb6a5ae40e79891e4deadad06c8a7ca47396df21c,"https://polygonscan.com/token/0xb6a5ae40e79891e4deadad06c8a7ca47396df21c, https://platform.arkhamintelligence.com/explorer/token/carbify, https://etherscan.io/token/0xb9d27bc093ed0a3b7c18366266704cfe5e7af77b",726348,D,0,1
block-ape-scissors,Arcas,arcas,Gaming,0.02068609,1437651.0,,551.87,0.0383869242256987,69433158.0,99433158.0,100000000.0,1,,0x7ca058309053f90b39bfc58de1eda2a89e9c03a8,"https://bscscan.com/token/0x7ca058309053F90b39Bfc58dE1edA2a89e9c03a8, https://binplorer.com/address/0x7ca058309053F90b39Bfc58dE1edA2a89e9c03a8, https://etherscan.io/token/0x570f09AC53b96929e3868f71864E36Ff6b1B67D7",482917,D,0,1
playzap,PlayZap,pzp,Gaming,0.01712495,1418089.0,,156106.0,11.008194831212991,82795701.0,150000000.0,150000000.0,1,,0xdce40c14d5956f8b8ba912402ba73b4d4d599612,"https://bscscan.com/token/0xdCE40c14D5956F8b8bA912402bA73B4D4d599612, https://platform.arkhamintelligence.com/explorer/token/playzap, https://solscan.io/token/ADVgDMbbn6LZTdo84UDAgCUew2JMMHe6BnH3KNN3qiLb",928986,D,0,1
blockgames,BlockGames,block,Gaming,0.00208768,1418281.0,,189485.0,13.360187438173392,679322823.0,1000000000.0,1000000000.0,0,,0x8fc17671d853341d9e8b001f5fc3c892d09cb53a,"https://etherscan.io/token/0x8fc17671d853341d9e8b001f5fc3c892d09cb53a, https://platform.arkhamintelligence.com/explorer/token/blockgames, https://ethplorer.io/address/0x8fc17671d853341d9e8b001f5fc3c892d09cb53a",703368,D,0,1
freya-by-virtuals,Freya the Chainbreaker,freya,Gaming,0.00640767,1407320.0,,127331.0,9.047764545377028,219754859.4369027,219754859.4369027,1000000000.0,0,,AWs2J3buZeyvvSE5pyoFVJQUNKa36g8sbouskt6W9fre,https://solscan.io/token/AWs2J3buZeyvvSE5pyoFVJQUNKa36g8sbouskt6W9fre,135831,D,0,1
sekuya-2,Sekuya Multiverse,skya,Gaming,0.0038061,1410315.0,,41096.0,2.913958938251384,370538559.676687,1000000000.0,1000000000.0,1,,0x623cd3a3edf080057892aaf8d773bbb7a5c9b6e9,"https://etherscan.io/token/0x623cd3a3edf080057892aaf8d773bbb7a5c9b6e9, https://platform.arkhamintelligence.com/explorer/token/sekuya-2, https://ethplorer.io/address/0x623cd3a3edf080057892aaf8d773bbb7a5c9b6e9",201275,D,0,1
cocos-bcx,COMBO,combo,Gaming,0.0163155,1345056.0,,524561.0,38.999194085599406,82380384.0,100000000.0,100000000.0,1,,0xc03fbf20a586fa89c2a5f6f941458e1fbc40c661,"https://etherscan.io/token/0xc03fbf20a586fa89c2a5f6f941458e1fbc40c661, https://platform.arkhamintelligence.com/explorer/token/cocos-bcx, https://ethplorer.io/address/0xc03fbf20a586fa89c2a5f6f941458e1fbc40c661",349163,D,0,1
defi-land,DeFi Land,dfl,Gaming,0.00018592,1326400.0,,20348.0,1.534077201447527,7137303616.0,10000000000.0,10000000000.0,0,,DFL1zNkaGPWm1BqAVqRjCZvHmwTFrEaJtbzJWgseoNJh,"https://solscan.io/token/dfl1znkagpwm1bqavqrjczvhmwtfreajtbzjwgseonjh, https://platform.arkhamintelligence.com/explorer/token/defi-land",765463,D,0,1
engines-of-fury,Engines of Fury,fury,Gaming,0.0280795,1352346.0,,870719.0,64.3858154643856,48098109.47490766,119000000.0,120000000.0,0,,0x0203d275d2a65030889af45ed91d472be3948b92,"https://bscscan.com/token/0x0203d275d2a65030889af45ed91d472be3948b92, https://platform.arkhamintelligence.com/explorer/token/engines-of-fury, https://binplorer.com/address/0x0203d275d2a65030889af45ed91d472be3948b92",1110512,D,0,1
dogecoin,Dogecoin,doge,Memes,0.170544,25414443868.0,,615343664.0,2.421235999481364,149049146383.7052,149128286383.7052,,0,,,"https://blockchair.com/dogecoin, https://doge.tokenview.io/, http://dogechain.info/chain/Dogecoin",130732,B,0,1
dogecoin,Dogecoin,doge,Memes,0.170544,25414443868.0,,615343664.0,2.421235999481364,149049146383.7052,149128286383.7052,,0,,,"https://blockchair.com/dogecoin, https://doge.tokenview.io/, http://dogechain.info/chain/Dogecoin",331497,B,0,1
dogecoin,Dogecoin,doge,Memes,0.170544,25414443868.0,,615343664.0,2.421235999481364,149049146383.7052,149128286383.7052,,0,,,"https://blockchair.com/dogecoin, https://doge.tokenview.io/, http://dogechain.info/chain/Dogecoin",337020,D,0,1
shiba-inu,Shiba Inu,shib,Memes,1.266e-05,7458953171.0,,112491496.0,1.5081405315341132,589249970789271.4,589504364282766.9,,0,,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,"https://etherscan.io/token/0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce, https://platform.arkhamintelligence.com/explorer/token/shiba-inu, https://ethplorer.io/address/0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce",469755,B,0,1
pepe,Pepe,pepe,Memes,8.06e-06,3391021541.0,,373541783.0,11.015612212532387,420690000000000.0,420690000000000.0,420690000000000.0,1,,0x6982508145454ce325ddbe47a25d4ec3d2311933,"https://etherscan.io/token/0x6982508145454ce325ddbe47a25d4ec3d2311933, https://platform.arkhamintelligence.com/explorer/token/pepe, https://ethplorer.io/address/0x6982508145454ce325ddbe47a25d4ec3d2311933",597754,A,0,1
pepe,Pepe,pepe,Memes,8.06e-06,3391021541.0,,373541783.0,11.015612212532387,420690000000000.0,420690000000000.0,420690000000000.0,1,,0x6982508145454ce325ddbe47a25d4ec3d2311933,"https://etherscan.io/token/0x6982508145454ce325ddbe47a25d4ec3d2311933, https://platform.arkhamintelligence.com/explorer/token/pepe, https://ethplorer.io/address/0x6982508145454ce325ddbe47a25d4ec3d2311933",717752,C,0,1
official-trump,Official Trump,trump,Memes,10.92,2184704988.0,,597566359.0,27.35226780193537,199999975.836,1000000000.0,1000000000.0,0,,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,https://solscan.io/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,866893,A,0,1
official-trump,Official Trump,trump,Memes,10.92,2184704988.0,,597566359.0,27.35226780193537,199999975.836,1000000000.0,1000000000.0,0,,6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,https://solscan.io/token/6p6xgHyF7AeE6TZkSmFsko444wqoP15icUSqi2jfGiPN,546776,D,0,1
bonk,Bonk,bonk,Memes,1.642e-05,1269826806.0,,150921070.0,11.885169637850597,77419592329436.58,88826866296782.0,88826866296782.0,1,,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,"https://solscan.io/token/dezxaz8z7pnrnrjjz3wxborgixca6xjnb7yab1ppb263, https://platform.arkhamintelligence.com/explorer/token/bonk, https://arbiscan.io/token/0x09199d9a5f4448d0848e4395d065e1ad9c4a1f74",708652,A,0,1
fartcoin,Fartcoin,fartcoin,Memes,1.077,1076771754.0,,104531277.0,9.707839810218498,999992212.627028,999992212.627028,1000000000.0,0,,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,"https://solscan.io/token/9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump, https://platform.arkhamintelligence.com/explorer/token/fartcoin",942636,B,0,1
fartcoin,Fartcoin,fartcoin,Memes,1.077,1076771754.0,,104531277.0,9.707839810218498,999992212.627028,999992212.627028,1000000000.0,0,,9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump,"https://solscan.io/token/9BB6NFEcjBCtnNLFko2FqVQBq8HHM13kCyYcdQbgpump, https://platform.arkhamintelligence.com/explorer/token/fartcoin",1021377,C,0,1
